variable,value,lms_period
YBVN,676.0,2014-03-01
YBXG,31.0,2014-03-01
YBXJ,26.0,2014-03-01
YBXM,14.7,2014-03-01
YBXV,108.0,2014-03-01
YBXY,214.0,2014-03-01
YBYB,32.0,2014-03-01
AGNH,85.0,2014-04-01
AGNI,2856.0,2014-04-01
AGNJ,2941.0,2014-04-01
AGNM,1570.0,2014-04-01
AGNP,1372.0,2014-04-01
AGNT,857.0,2014-04-01
AGOJ,34.0,2014-04-01
AGOK,501.0,2014-04-01
AGOL,535.0,2014-04-01
AGOO,333.0,2014-04-01
AGOR,203.0,2014-04-01
AGOU,279.0,2014-04-01
AGPK,68.0,2014-04-01
AGPL,564.0,2014-04-01
AGPM,632.0,2014-04-01
AGPP,218.0,2014-04-01
AGPS,413.0,2014-04-01
AGPV,2047.0,2014-04-01
AIVZ,52.1,2014-04-01
AIWG,45.5,2014-04-01
AIWH,72.8,2014-04-01
AIWI,71.6,2014-04-01
AIWL,74.0,2014-04-01
AIWX,69.0,2014-04-01
AIXB,26.9,2014-04-01
AIXR,28.7,2014-04-01
AIXS,14.9,2014-04-01
AIXT,15.4,2014-04-01
AIXW,17.5,2014-04-01
AIXZ,12.9,2014-04-01
AIYC,24.5,2014-04-01
AIYL,36.7,2014-04-01
AIYS,36.2,2014-04-01
AIYT,14.4,2014-04-01
AIYU,15.4,2014-04-01
AIYX,10.3,2014-04-01
AIZA,20.8,2014-04-01
AIZD,64.3,2014-04-01
JN5R,7291.0,2014-04-01
JN62,3182.0,2014-04-01
JN69,187.0,2014-04-01
JN6A,3921.0,2014-04-01
JN6B,4108.0,2014-04-01
JN6E,2121.0,2014-04-01
JN6H,1987.0,2014-04-01
LF2Q,6.6,2014-04-01
LF2S,22.0,2014-04-01
MGUQ,3798.0,2014-04-01
MGVF,814.0,2014-04-01
MGVU,2678.0,2014-04-01
MGWY,17.6,2014-04-01
YBVH,169.0,2014-04-01
YBVN,651.0,2014-04-01
YBXG,26.0,2014-04-01
YBXJ,25.0,2014-04-01
YBXM,14.6,2014-04-01
YBXV,105.0,2014-04-01
YBXY,192.0,2014-04-01
YBYB,29.7,2014-04-01
AGNH,83.0,2014-05-01
AGNI,2880.0,2014-05-01
AGNJ,2963.0,2014-05-01
AGNM,1579.0,2014-05-01
AGNP,1384.0,2014-05-01
AGNT,841.0,2014-05-01
AGOJ,32.0,2014-05-01
AGOK,466.0,2014-05-01
AGOL,498.0,2014-05-01
AGOO,309.0,2014-05-01
AGOR,189.0,2014-05-01
AGOU,263.0,2014-05-01
AGPK,62.0,2014-05-01
AGPL,582.0,2014-05-01
AGPM,643.0,2014-05-01
AGPP,225.0,2014-05-01
AGPS,418.0,2014-05-01
AGPV,2080.0,2014-05-01
AIVZ,52.2,2014-05-01
AIWG,46.9,2014-05-01
AIWH,73.3,2014-05-01
AIWI,72.2,2014-05-01
AIWL,74.7,2014-05-01
AIWX,69.5,2014-05-01
AIXB,26.4,2014-05-01
AIXR,28.1,2014-05-01
AIXS,13.9,2014-05-01
AIXT,14.4,2014-05-01
AIXW,16.4,2014-05-01
AIXZ,12.0,2014-05-01
AIYC,23.9,2014-05-01
AIYL,37.4,2014-05-01
AIYS,34.8,2014-05-01
AIYT,14.8,2014-05-01
AIYU,15.7,2014-05-01
AIYX,10.7,2014-05-01
AIZA,21.0,2014-05-01
AIZD,65.3,2014-05-01
JN5R,7289.0,2014-05-01
JN62,3184.0,2014-05-01
JN69,177.0,2014-05-01
JN6A,3927.0,2014-05-01
JN6B,4104.0,2014-05-01
JN6E,2113.0,2014-05-01
JN6H,1991.0,2014-05-01
LF2Q,6.5,2014-05-01
LF2S,22.2,2014-05-01
MGUQ,3803.0,2014-05-01
MGVF,762.0,2014-05-01
MGVU,2723.0,2014-05-01
MGWY,16.7,2014-05-01
YBVH,162.0,2014-05-01
YBVN,606.0,2014-05-01
YBXG,23.0,2014-05-01
YBXJ,25.0,2014-05-01
YBXM,15.7,2014-05-01
YBXV,101.0,2014-05-01
YBXY,180.0,2014-05-01
YBYB,30.0,2014-05-01
AGNH,78.0,2014-06-01
AGNI,2865.0,2014-06-01
AGNJ,2943.0,2014-06-01
AGNM,1561.0,2014-06-01
AGNP,1383.0,2014-06-01
AGNT,839.0,2014-06-01
AGOJ,36.0,2014-06-01
AGOK,452.0,2014-06-01
AGOL,487.0,2014-06-01
AGOO,308.0,2014-06-01
AGOR,180.0,2014-06-01
AGOU,262.0,2014-06-01
AGPK,69.0,2014-06-01
AGPL,590.0,2014-06-01
AGPM,660.0,2014-06-01
AGPP,235.0,2014-06-01
AGPS,425.0,2014-06-01
AGPV,2094.0,2014-06-01
AIVZ,51.9,2014-06-01
AIWG,42.7,2014-06-01
AIWH,73.3,2014-06-01
AIWI,72.0,2014-06-01
AIWL,74.2,2014-06-01
AIWX,69.6,2014-06-01
AIXB,26.3,2014-06-01
AIXR,31.2,2014-06-01
AIXS,13.6,2014-06-01
AIXT,14.2,2014-06-01
AIXW,16.5,2014-06-01
AIXZ,11.5,2014-06-01
AIYC,23.8,2014-06-01
AIYL,37.8,2014-06-01
AIYS,37.9,2014-06-01
AIYT,15.1,2014-06-01
AIYU,16.1,2014-06-01
AIYX,11.2,2014-06-01
AIZA,21.4,2014-06-01
AIZD,65.5,2014-06-01
JN5R,7286.0,2014-06-01
JN62,3196.0,2014-06-01
JN69,183.0,2014-06-01
JN6A,3907.0,2014-06-01
JN6B,4090.0,2014-06-01
JN6E,2103.0,2014-06-01
JN6H,1987.0,2014-06-01
LF2Q,6.3,2014-06-01
LF2S,22.4,2014-06-01
MGUQ,3783.0,2014-06-01
MGVF,750.0,2014-06-01
MGVU,2754.0,2014-06-01
MGWY,16.5,2014-06-01
YBVH,162.0,2014-06-01
YBVN,594.0,2014-06-01
YBXG,25.0,2014-06-01
YBXJ,24.0,2014-06-01
YBXM,15.0,2014-06-01
YBXV,98.0,2014-06-01
YBXY,180.0,2014-06-01
YBYB,30.5,2014-06-01
AGNH,78.0,2014-07-01
AGNI,2901.0,2014-07-01
AGNJ,2979.0,2014-07-01
AGNM,1587.0,2014-07-01
AGNP,1393.0,2014-07-01
AGNT,856.0,2014-07-01
AGOJ,33.0,2014-07-01
AGOK,437.0,2014-07-01
AGOL,470.0,2014-07-01
AGOO,293.0,2014-07-01
AGOR,177.0,2014-07-01
AGOU,264.0,2014-07-01
AGPK,65.0,2014-07-01
AGPL,574.0,2014-07-01
AGPM,639.0,2014-07-01
AGPP,227.0,2014-07-01
AGPS,412.0,2014-07-01
AGPV,2076.0,2014-07-01
AIVZ,52.7,2014-07-01
AIWG,44.4,2014-07-01
AIWH,74.2,2014-07-01
AIWI,72.9,2014-07-01
AIWL,75.3,2014-07-01
AIWX,70.3,2014-07-01
AIXB,26.8,2014-07-01
AIXR,29.7,2014-07-01
AIXS,13.1,2014-07-01
AIXT,13.6,2014-07-01
AIXW,15.6,2014-07-01
AIXZ,11.3,2014-07-01
AIYC,23.6,2014-07-01
AIYL,37.3,2014-07-01
AIYS,36.9,2014-07-01
AIYT,14.7,2014-07-01
AIYU,15.6,2014-07-01
AIYX,10.8,2014-07-01
AIZA,20.8,2014-07-01
AIZD,65.0,2014-07-01
JN5R,7284.0,2014-07-01
JN62,3196.0,2014-07-01
JN69,177.0,2014-07-01
JN6A,3912.0,2014-07-01
JN6B,4088.0,2014-07-01
JN6E,2107.0,2014-07-01
JN6H,1981.0,2014-07-01
LF2Q,6.2,2014-07-01
LF2S,22.3,2014-07-01
MGUQ,3835.0,2014-07-01
MGVF,734.0,2014-07-01
MGVU,2715.0,2014-07-01
MGWY,16.1,2014-07-01
YBVH,164.0,2014-07-01
YBVN,577.0,2014-07-01
YBXG,31.0,2014-07-01
YBXJ,21.0,2014-07-01
YBXM,13.1,2014-07-01
YBXV,91.0,2014-07-01
YBXY,190.0,2014-07-01
YBYB,33.2,2014-07-01
AGNH,81.0,2014-08-01
AGNI,2869.0,2014-08-01
AGNJ,2950.0,2014-08-01
AGNM,1573.0,2014-08-01
AGNP,1376.0,2014-08-01
AGNT,867.0,2014-08-01
AGOJ,35.0,2014-08-01
AGOK,461.0,2014-08-01
AGOL,496.0,2014-08-01
AGOO,312.0,2014-08-01
AGOR,184.0,2014-08-01
AGOU,252.0,2014-08-01
AGPK,62.0,2014-08-01
AGPL,577.0,2014-08-01
AGPM,639.0,2014-08-01
AGPP,216.0,2014-08-01
AGPS,423.0,2014-08-01
AGPV,2077.0,2014-08-01
AIVZ,52.4,2014-08-01
AIWG,45.2,2014-08-01
AIWH,73.4,2014-08-01
AIWI,72.2,2014-08-01
AIWL,74.9,2014-08-01
AIWX,69.4,2014-08-01
AIXB,27.1,2014-08-01
AIXR,30.5,2014-08-01
AIXS,13.8,2014-08-01
AIXT,14.4,2014-08-01
AIXW,16.6,2014-08-01
AIXZ,11.8,2014-08-01
AIYC,22.5,2014-08-01
AIYL,37.3,2014-08-01
AIYS,34.9,2014-08-01
AIYT,14.8,2014-08-01
AIYU,15.6,2014-08-01
AIYX,10.3,2014-08-01
AIZA,21.3,2014-08-01
AIZD,65.0,2014-08-01
JN5R,7282.0,2014-08-01
JN62,3197.0,2014-08-01
JN69,179.0,2014-08-01
JN6A,3906.0,2014-08-01
JN6B,4085.0,2014-08-01
JN6E,2101.0,2014-08-01
JN6H,1984.0,2014-08-01
LF2Q,6.2,2014-08-01
LF2S,22.3,2014-08-01
MGUQ,3817.0,2014-08-01
MGVF,748.0,2014-08-01
MGVU,2717.0,2014-08-01
MGWY,16.4,2014-08-01
YBVH,163.0,2014-08-01
YBVN,592.0,2014-08-01
YBXG,30.0,2014-08-01
YBXJ,16.0,2014-08-01
YBXM,10.0,2014-08-01
YBXV,89.0,2014-08-01
YBXY,192.0,2014-08-01
YBYB,32.8,2014-08-01
AGNH,83.0,2014-09-01
AGNI,2862.0,2014-09-01
AGNJ,2946.0,2014-09-01
AGNM,1582.0,2014-09-01
AGNP,1363.0,2014-09-01
AGNT,852.0,2014-09-01
AGOJ,37.0,2014-09-01
AGOK,469.0,2014-09-01
AGOL,506.0,2014-09-01
AGOO,311.0,2014-09-01
AGOR,195.0,2014-09-01
AGOU,251.0,2014-09-01
AGPK,66.0,2014-09-01
AGPL,591.0,2014-09-01
AGPM,657.0,2014-09-01
AGPP,217.0,2014-09-01
AGPS,439.0,2014-09-01
AGPV,2068.0,2014-09-01
AIVZ,52.2,2014-09-01
AIWG,44.7,2014-09-01
AIWH,73.0,2014-09-01
AIWI,71.7,2014-09-01
AIWL,75.0,2014-09-01
AIWX,68.2,2014-09-01
AIXB,26.9,2014-09-01
AIXR,31.0,2014-09-01
AIXS,14.1,2014-09-01
AIXT,14.7,2014-09-01
AIXW,16.4,2014-09-01
AIXZ,12.5,2014-09-01
AIYC,22.8,2014-09-01
AIYL,37.4,2014-09-01
AIYS,35.2,2014-09-01
AIYT,15.1,2014-09-01
AIYU,16.0,2014-09-01
AIYX,10.3,2014-09-01
AIZA,22.0,2014-09-01
AIZD,65.2,2014-09-01
JN5R,7280.0,2014-09-01
JN62,3171.0,2014-09-01
JN69,186.0,2014-09-01
JN6A,3922.0,2014-09-01
JN6B,4109.0,2014-09-01
JN6E,2111.0,2014-09-01
JN6H,1998.0,2014-09-01
LF2Q,6.1,2014-09-01
LF2S,22.3,2014-09-01
MGUQ,3798.0,2014-09-01
MGVF,757.0,2014-09-01
MGVU,2725.0,2014-09-01
MGWY,16.6,2014-09-01
YBVH,160.0,2014-09-01
YBVN,604.0,2014-09-01
YBXG,32.0,2014-09-01
YBXJ,17.0,2014-09-01
YBXM,10.6,2014-09-01
YBXV,87.0,2014-09-01
YBXY,202.0,2014-09-01
YBYB,33.8,2014-09-01
AGNH,89.0,2014-10-01
AGNI,2825.0,2014-10-01
AGNJ,2914.0,2014-10-01
AGNM,1571.0,2014-10-01
AGNP,1343.0,2014-10-01
AGNT,850.0,2014-10-01
AGOJ,41.0,2014-10-01
AGOK,482.0,2014-10-01
AGOL,523.0,2014-10-01
AGOO,314.0,2014-10-01
AGOR,209.0,2014-10-01
AGOU,249.0,2014-10-01
AGPK,68.0,2014-10-01
AGPL,598.0,2014-10-01
AGPM,666.0,2014-10-01
AGPP,213.0,2014-10-01
AGPS,453.0,2014-10-01
AGPV,2076.0,2014-10-01
AIVZ,51.7,2014-10-01
AIWG,45.1,2014-10-01
AIWH,72.3,2014-10-01
AIWI,71.0,2014-10-01
AIWL,74.9,2014-10-01
AIWX,67.0,2014-10-01
AIXB,26.8,2014-10-01
AIXR,31.4,2014-10-01
AIXS,14.6,2014-10-01
AIXT,15.2,2014-10-01
AIXW,16.7,2014-10-01
AIXZ,13.5,2014-10-01
AIYC,22.6,2014-10-01
AIYL,37.7,2014-10-01
AIYS,34.4,2014-10-01
AIYT,15.3,2014-10-01
AIYU,16.2,2014-10-01
AIYX,10.1,2014-10-01
AIZA,22.6,2014-10-01
AIZD,65.4,2014-10-01
JN5R,7278.0,2014-10-01
JN62,3174.0,2014-10-01
JN69,198.0,2014-10-01
JN6A,3905.0,2014-10-01
JN6B,4103.0,2014-10-01
JN6E,2098.0,2014-10-01
JN6H,2006.0,2014-10-01
LF2Q,6.1,2014-10-01
LF2S,22.4,2014-10-01
MGUQ,3764.0,2014-10-01
MGVF,772.0,2014-10-01
MGVU,2742.0,2014-10-01
MGWY,17.0,2014-10-01
YBVH,158.0,2014-10-01
YBVN,621.0,2014-10-01
YBXG,29.0,2014-10-01
YBXJ,18.0,2014-10-01
YBXM,11.7,2014-10-01
YBXV,95.0,2014-10-01
YBXY,187.0,2014-10-01
YBYB,30.4,2014-10-01
AGNH,93.0,2014-11-01
AGNI,2866.0,2014-11-01
AGNJ,2959.0,2014-11-01
AGNM,1596.0,2014-11-01
AGNP,1363.0,2014-11-01
AGNT,866.0,2014-11-01
AGOJ,39.0,2014-11-01
AGOK,463.0,2014-11-01
AGOL,502.0,2014-11-01
AGOO,299.0,2014-11-01
AGOR,203.0,2014-11-01
AGOU,249.0,2014-11-01
AGPK,67.0,2014-11-01
AGPL,578.0,2014-11-01
AGPM,645.0,2014-11-01
AGPP,207.0,2014-11-01
AGPS,438.0,2014-11-01
AGPV,2054.0,2014-11-01
AIVZ,52.6,2014-11-01
AIWG,47.0,2014-11-01
AIWH,73.3,2014-11-01
AIWI,72.1,2014-11-01
AIWL,75.9,2014-11-01
AIWX,68.0,2014-11-01
AIXB,27.3,2014-11-01
AIXR,29.4,2014-11-01
AIXS,13.9,2014-11-01
AIXT,14.5,2014-11-01
AIXW,15.8,2014-11-01
AIXZ,13.0,2014-11-01
AIYC,22.3,2014-11-01
AIYL,37.1,2014-11-01
AIYS,33.5,2014-11-01
AIYT,14.8,2014-11-01
AIYU,15.7,2014-11-01
AIYX,9.8,2014-11-01
AIZA,21.9,2014-11-01
AIZD,64.8,2014-11-01
JN5R,7275.0,2014-11-01
JN62,3169.0,2014-11-01
JN69,199.0,2014-11-01
JN6A,3908.0,2014-11-01
JN6B,4106.0,2014-11-01
JN6E,2102.0,2014-11-01
JN6H,2004.0,2014-11-01
LF2Q,5.9,2014-11-01
LF2S,22.3,2014-11-01
MGUQ,3825.0,2014-11-01
MGVF,751.0,2014-11-01
MGVU,2699.0,2014-11-01
MGWY,16.4,2014-11-01
YBVH,161.0,2014-11-01
YBVN,597.0,2014-11-01
YBXG,28.0,2014-11-01
YBXJ,18.0,2014-11-01
YBXM,11.6,2014-11-01
YBXV,83.0,2014-11-01
YBXY,183.0,2014-11-01
YBYB,31.0,2014-11-01
AGNH,90.0,2014-12-01
AGNI,2887.0,2014-12-01
AGNJ,2977.0,2014-12-01
AGNM,1607.0,2014-12-01
AGNP,1370.0,2014-12-01
AGNT,865.0,2014-12-01
AGOJ,36.0,2014-12-01
AGOK,461.0,2014-12-01
AGOL,497.0,2014-12-01
AGOO,297.0,2014-12-01
AGOR,200.0,2014-12-01
AGOU,247.0,2014-12-01
AGPK,64.0,2014-12-01
AGPL,579.0,2014-12-01
AGPM,643.0,2014-12-01
AGPP,206.0,2014-12-01
AGPS,437.0,2014-12-01
AGPV,2043.0,2014-12-01
AIVZ,52.8,2014-12-01
AIWG,47.3,2014-12-01
AIWH,73.5,2014-12-01
AIWI,72.3,2014-12-01
AIWL,76.1,2014-12-01
AIWX,68.3,2014-12-01
AIXB,27.4,2014-12-01
AIXR,28.9,2014-12-01
AIXS,13.8,2014-12-01
AIXT,14.3,2014-12-01
AIXW,15.6,2014-12-01
AIXZ,12.7,2014-12-01
AIYC,22.2,2014-12-01
AIYL,36.9,2014-12-01
AIYS,33.5,2014-12-01
AIYT,14.7,2014-12-01
AIYU,15.6,2014-12-01
AIYX,9.8,2014-12-01
AIZA,21.8,2014-12-01
AIZD,64.7,2014-12-01
JN5R,7273.0,2014-12-01
JN62,3156.0,2014-12-01
JN69,190.0,2014-12-01
JN6A,3928.0,2014-12-01
JN6B,4118.0,2014-12-01
JN6E,2111.0,2014-12-01
JN6H,2007.0,2014-12-01
LF2Q,5.8,2014-12-01
LF2S,22.3,2014-12-01
MGUQ,3843.0,2014-12-01
MGVF,745.0,2014-12-01
MGVU,2686.0,2014-12-01
MGWY,16.2,2014-12-01
YBVH,155.0,2014-12-01
YBVN,597.0,2014-12-01
YBXG,24.0,2014-12-01
YBXJ,20.0,2014-12-01
YBXM,12.7,2014-12-01
YBXV,78.0,2014-12-01
YBXY,180.0,2014-12-01
YBYB,30.5,2014-12-01
AGNH,90.0,2015-01-01
AGNI,2902.0,2015-01-01
AGNJ,2991.0,2015-01-01
AGNM,1618.0,2015-01-01
AGNP,1373.0,2015-01-01
AGNT,871.0,2015-01-01
AGOJ,39.0,2015-01-01
AGOK,448.0,2015-01-01
AGOL,487.0,2015-01-01
AGOO,289.0,2015-01-01
AGOR,198.0,2015-01-01
AGOU,254.0,2015-01-01
AGPK,65.0,2015-01-01
AGPL,573.0,2015-01-01
AGPM,638.0,2015-01-01
AGPP,215.0,2015-01-01
AGPS,424.0,2015-01-01
AGPV,2029.0,2015-01-01
AIVZ,53.1,2015-01-01
AIWG,46.2,2015-01-01
AIWH,74.0,2015-01-01
AIWI,72.7,2015-01-01
AIWL,76.3,2015-01-01
AIWX,68.8,2015-01-01
AIXB,27.6,2015-01-01
AIXR,30.3,2015-01-01
AIXS,13.4,2015-01-01
AIXT,14.0,2015-01-01
AIXW,15.2,2015-01-01
AIXZ,12.6,2015-01-01
AIYC,22.6,2015-01-01
AIYL,36.7,2015-01-01
AIYS,33.7,2015-01-01
AIYT,14.6,2015-01-01
AIYU,15.5,2015-01-01
AIYX,10.1,2015-01-01
AIZA,21.2,2015-01-01
AIZD,64.3,2015-01-01
JN5R,7271.0,2015-01-01
JN62,3155.0,2015-01-01
JN69,194.0,2015-01-01
JN6A,3922.0,2015-01-01
JN6B,4116.0,2015-01-01
JN6E,2122.0,2015-01-01
JN6H,1994.0,2015-01-01
LF2Q,5.8,2015-01-01
LF2S,22.2,2015-01-01
MGUQ,3863.0,2015-01-01
MGVF,741.0,2015-01-01
MGVU,2667.0,2015-01-01
MGWY,16.1,2015-01-01
YBVH,156.0,2015-01-01
YBVN,593.0,2015-01-01
YBXG,22.0,2015-01-01
YBXJ,19.0,2015-01-01
YBXM,12.1,2015-01-01
YBXV,80.0,2015-01-01
YBXY,179.0,2015-01-01
YBYB,30.6,2015-01-01
AGNH,86.0,2015-02-01
AGNI,2896.0,2015-02-01
AGNJ,2983.0,2015-02-01
AGNM,1608.0,2015-02-01
AGNP,1374.0,2015-02-01
AGNT,885.0,2015-02-01
AGOJ,36.0,2015-02-01
AGOK,440.0,2015-02-01
AGOL,476.0,2015-02-01
AGOO,286.0,2015-02-01
AGOR,190.0,2015-02-01
AGOU,254.0,2015-02-01
AGPK,64.0,2015-02-01
AGPL,578.0,2015-02-01
AGPM,641.0,2015-02-01
AGPP,223.0,2015-02-01
AGPS,419.0,2015-02-01
AGPV,2029.0,2015-02-01
AIVZ,53.2,2015-02-01
AIWG,46.3,2015-02-01
AIWH,74.0,2015-02-01
AIWI,72.7,2015-02-01
AIWL,76.0,2015-02-01
AIWX,69.3,2015-02-01
AIXB,27.9,2015-02-01
AIXR,29.6,2015-02-01
AIXS,13.2,2015-02-01
AIXT,13.8,2015-02-01
AIXW,15.1,2015-02-01
AIXZ,12.1,2015-02-01
AIYC,22.3,2015-02-01
AIYL,36.7,2015-02-01
AIYS,34.1,2015-02-01
AIYT,14.8,2015-02-01
AIYU,15.6,2015-02-01
AIYX,10.5,2015-02-01
AIZA,21.1,2015-02-01
AIZD,64.0,2015-02-01
JN5R,7269.0,2015-02-01
JN62,3169.0,2015-02-01
JN69,186.0,2015-02-01
JN6A,3914.0,2015-02-01
JN6B,4100.0,2015-02-01
JN6E,2117.0,2015-02-01
JN6H,1983.0,2015-02-01
LF2Q,5.7,2015-02-01
LF2S,22.2,2015-02-01
MGUQ,3868.0,2015-02-01
MGVF,731.0,2015-02-01
MGVU,2670.0,2015-02-01
MGWY,15.9,2015-02-01
YBVH,147.0,2015-02-01
YBVN,591.0,2015-02-01
YBXG,21.0,2015-02-01
YBXJ,17.0,2015-02-01
YBXM,11.6,2015-02-01
YBXV,86.0,2015-02-01
YBXY,155.0,2015-02-01
YBYB,26.6,2015-02-01
AGNH,84.0,2015-03-01
AGNI,2902.0,2015-03-01
AGNJ,2986.0,2015-03-01
AGNM,1597.0,2015-03-01
AGNP,1389.0,2015-03-01
AGNT,876.0,2015-03-01
AGOJ,37.0,2015-03-01
AGOK,436.0,2015-03-01
AGOL,473.0,2015-03-01
AGOO,290.0,2015-03-01
AGOR,183.0,2015-03-01
AGOU,257.0,2015-03-01
AGPK,64.0,2015-03-01
AGPL,572.0,2015-03-01
AGPM,636.0,2015-03-01
AGPP,222.0,2015-03-01
AGPS,415.0,2015-03-01
AGPV,2038.0,2015-03-01
AIVZ,53.2,2015-03-01
AIWG,45.5,2015-03-01
AIWH,74.2,2015-03-01
AIWI,72.9,2015-03-01
AIWL,75.7,2015-03-01
AIWX,69.9,2015-03-01
AIXB,27.6,2015-03-01
AIXR,30.5,2015-03-01
AIXS,13.1,2015-03-01
AIXT,13.7,2015-03-01
AIXW,15.4,2015-03-01
AIXZ,11.7,2015-03-01
AIYC,22.7,2015-03-01
AIYL,36.8,2015-03-01
AIYS,34.6,2015-03-01
AIYT,14.6,2015-03-01
AIYU,15.5,2015-03-01
AIYX,10.5,2015-03-01
AIZA,20.9,2015-03-01
AIZD,64.3,2015-03-01
JN5R,7267.0,2015-03-01
JN62,3171.0,2015-03-01
JN69,185.0,2015-03-01
JN6A,3911.0,2015-03-01
JN6B,4096.0,2015-03-01
JN6E,2109.0,2015-03-01
JN6H,1987.0,2015-03-01
LF2Q,5.7,2015-03-01
LF2S,22.3,2015-03-01
MGUQ,3862.0,2015-03-01
MGVF,730.0,2015-03-01
MGVU,2674.0,2015-03-01
MGWY,15.9,2015-03-01
YBVH,150.0,2015-03-01
YBVN,588.0,2015-03-01
YBXG,22.0,2015-03-01
YBXJ,18.0,2015-03-01
YBXM,12.2,2015-03-01
YBXV,87.0,2015-03-01
YBXY,145.0,2015-03-01
YBYB,25.0,2015-03-01
AGNH,83.0,2015-04-01
AGNI,2913.0,2015-04-01
AGNJ,2996.0,2015-04-01
AGNM,1595.0,2015-04-01
AGNP,1401.0,2015-04-01
AGNT,872.0,2015-04-01
AGOJ,34.0,2015-04-01
AGOK,431.0,2015-04-01
AGOL,465.0,2015-04-01
AGOO,286.0,2015-04-01
AGOR,179.0,2015-04-01
AGOU,253.0,2015-04-01
AGPK,60.0,2015-04-01
AGPL,562.0,2015-04-01
AGPM,622.0,2015-04-01
AGPP,216.0,2015-04-01
AGPS,406.0,2015-04-01
AGPV,2055.0,2015-04-01
AIVZ,53.3,2015-04-01
AIWG,47.0,2015-04-01
AIWH,74.6,2015-04-01
AIWI,73.4,2015-04-01
AIWL,76.1,2015-04-01
AIWX,70.5,2015-04-01
AIXB,27.4,2015-04-01
AIXR,28.9,2015-04-01
AIXS,12.9,2015-04-01
AIXT,13.4,2015-04-01
AIXW,15.2,2015-04-01
AIXZ,11.3,2015-04-01
AIYC,22.5,2015-04-01
AIYL,36.9,2015-04-01
AIYS,33.9,2015-04-01
AIYT,14.4,2015-04-01
AIYU,15.2,2015-04-01
AIYX,10.3,2015-04-01
AIZA,20.4,2015-04-01
AIZD,64.6,2015-04-01
JN5R,7265.0,2015-04-01
JN62,3181.0,2015-04-01
JN69,177.0,2015-04-01
JN6A,3906.0,2015-04-01
JN6B,4084.0,2015-04-01
JN6E,2097.0,2015-04-01
JN6H,1987.0,2015-04-01
LF2Q,5.8,2015-04-01
LF2S,22.3,2015-04-01
MGUQ,3869.0,2015-04-01
MGVF,718.0,2015-04-01
MGVU,2677.0,2015-04-01
MGWY,15.7,2015-04-01
YBVH,145.0,2015-04-01
YBVN,581.0,2015-04-01
YBXG,20.0,2015-04-01
YBXJ,15.0,2015-04-01
YBXM,10.7,2015-04-01
YBXV,92.0,2015-04-01
YBXY,140.0,2015-04-01
YBYB,24.3,2015-04-01
AGNH,73.0,2015-05-01
AGNI,2910.0,2015-05-01
AGNJ,2983.0,2015-05-01
AGNM,1590.0,2015-05-01
AGNP,1393.0,2015-05-01
AGNT,900.0,2015-05-01
AGOJ,32.0,2015-05-01
AGOK,435.0,2015-05-01
AGOL,467.0,2015-05-01
AGOO,285.0,2015-05-01
AGOR,181.0,2015-05-01
AGOU,257.0,2015-05-01
AGPK,54.0,2015-05-01
AGPL,549.0,2015-05-01
AGPM,603.0,2015-05-01
AGPP,209.0,2015-05-01
AGPS,394.0,2015-05-01
AGPV,2053.0,2015-05-01
AIVZ,53.5,2015-05-01
AIWG,45.9,2015-05-01
AIWH,74.7,2015-05-01
AIWI,73.6,2015-05-01
AIWL,76.3,2015-05-01
AIWX,70.8,2015-05-01
AIXB,28.0,2015-05-01
AIXR,30.4,2015-05-01
AIXS,13.0,2015-05-01
AIXT,13.5,2015-05-01
AIXW,15.2,2015-05-01
AIXZ,11.5,2015-05-01
AIYC,22.2,2015-05-01
AIYL,36.6,2015-05-01
AIYS,34.1,2015-05-01
AIYT,14.1,2015-05-01
AIYU,14.9,2015-05-01
AIYX,10.0,2015-05-01
AIZA,20.0,2015-05-01
AIZD,64.0,2015-05-01
JN5R,7262.0,2015-05-01
JN62,3209.0,2015-05-01
JN69,160.0,2015-05-01
JN6A,3893.0,2015-05-01
JN6B,4053.0,2015-05-01
JN6E,2084.0,2015-05-01
JN6H,1968.0,2015-05-01
LF2Q,5.8,2015-05-01
LF2S,22.2,2015-05-01
MGUQ,3883.0,2015-05-01
MGVF,724.0,2015-05-01
MGVU,2655.0,2015-05-01
MGWY,15.7,2015-05-01
YBVH,144.0,2015-05-01
YBVN,588.0,2015-05-01
YBXG,18.0,2015-05-01
YBXJ,16.0,2015-05-01
YBXM,10.9,2015-05-01
YBXV,93.0,2015-05-01
YBXY,145.0,2015-05-01
YBYB,24.9,2015-05-01
AGNH,77.0,2015-06-01
AGNI,2901.0,2015-06-01
AGNJ,2978.0,2015-06-01
AGNM,1588.0,2015-06-01
AGNP,1390.0,2015-06-01
AGNT,926.0,2015-06-01
AGOJ,31.0,2015-06-01
AGOK,443.0,2015-06-01
AGOL,473.0,2015-06-01
AGOO,291.0,2015-06-01
AGOR,183.0,2015-06-01
AGOU,241.0,2015-06-01
AGPK,60.0,2015-06-01
AGPL,540.0,2015-06-01
AGPM,599.0,2015-06-01
AGPP,216.0,2015-06-01
AGPS,383.0,2015-06-01
AGPV,2042.0,2015-06-01
AIVZ,53.8,2015-06-01
AIWG,46.0,2015-06-01
AIWH,74.7,2015-06-01
AIWI,73.5,2015-06-01
AIWL,75.8,2015-06-01
AIWX,71.1,2015-06-01
AIXB,28.9,2015-06-01
